display_name,canonical_wikipedia_url,battle_id,battle_name,wikipedia_title,page_type,side,belligerent,old_outcome_category,new_outcome_category,page_result_type,page_result_raw,override_justification,override_evidence_basis
Wazir Khan,https://en.wikipedia.org/wiki/Wazir_Khan_(Sirhind),battle_23498420,Battle of Muktsar,Battle of Muktsar,battle_article,side_a,25px Mughal Empire,unknown,defeat,victory,Sikh victory,Retained page result begins with `sikh` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Sikh victory
Guru Gobind Singh,https://en.wikipedia.org/wiki/Guru_Gobind_Singh,battle_23498420,Battle of Muktsar,Battle of Muktsar,battle_article,side_b,25px Khalsa (Sikhs),unknown,victory,victory,Sikh victory,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory
Carl Ewald von Rönne,https://en.wikipedia.org/wiki/Carl_Ewald_von_R%C3%B6nne,battle_42051243,Battle of Sokolki,Battle of Sokolki,battle_article,side_b,Russia Tsardom of RussiaCossack Hetmanate,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Nader Shah,https://en.wikipedia.org/wiki/Nader_Shah,battle_48562032,Siege of Mosul (1743),Siege of Mosul (1743),battle_article,side_a,border|25px Afsharid Iran,unknown,defeat,victory,Ottoman victory Siege suspended Negotiated Persian withdrawal,Retained page result states Ottoman victory and negotiated Persian withdrawal.,page_result_raw=Ottoman victory Siege suspended Negotiated Persian withdrawal
Joseph François Dupleix,https://en.wikipedia.org/wiki/Joseph_Fran%C3%A7ois_Dupleix,battle_28446958,First Carnatic War,First Carnatic War,war_conflict_article,side_b,Kingdom of France Kingdom of France Kingdom of France French East India Company,unknown,stalemate,unknown,Status quo ante bellum,Retained page result is explicitly status quo ante bellum.,page_result_raw=Status quo ante bellum
Stringer Lawrence,https://en.wikipedia.org/wiki/Stringer_Lawrence,battle_28446958,First Carnatic War,First Carnatic War,war_conflict_article,side_c,Kingdom of Great Britain Kingdom of Great Britain Flag of the British East India Company (1707).svg British East India Company,unknown,stalemate,unknown,Status quo ante bellum,Retained page result is explicitly status quo ante bellum.,page_result_raw=Status quo ante bellum
"Prince William, Duke of Cumberland",https://en.wikipedia.org/wiki/Prince_William%2C_Duke_of_Cumberland,battle_7900417,Clifton Moor Skirmish,Clifton Moor Skirmish,battle_article,side_b,Kingdom of Great Britain British Government,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Ahmad Shah Durrani,https://en.wikipedia.org/wiki/Ahmad_Shah_Durrani,battle_48575198,Battle of Lahore (1752),Battle of Lahore (1752),battle_article,side_a,18px Durrani Empire,unknown,victory,victory,Afghan victory,Retained page result begins with `afghan` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Afghan victory
Jahan Khan Popalzai,https://en.wikipedia.org/wiki/Jahan_Khan_Popalzai,battle_55233749,Battle of Amritsar (1757),Battle of Amritsar (1757),battle_article,side_a,Durrani Empire,unknown,victory,victory,Afghan victory,Retained page result begins with `afghan` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Afghan victory
Charles Michel de Langlade,https://en.wikipedia.org/wiki/Charles_Michel_de_Langlade,battle_23043563,Battle on Snowshoes (1757),Battle on Snowshoes (1757),battle_article,side_a,Kingdom of France New France Colony of Canada,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Frederick the Great,https://en.wikipedia.org/wiki/Frederick_the_Great,battle_446476,Battle of Zorndorf,Battle of Zorndorf,battle_article,side_a,Prussia,unknown,indecisive,unknown,InconclusiveDuffy 2015 Black,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveDuffy 2015 Black
Ahmad Shah Durrani,https://en.wikipedia.org/wiki/Ahmad_Shah_Durrani,battle_47267604,Battle of Kup,Battle of Kup,battle_article,side_a,18px Durrani Empire Supported by:- 18px Sirhind 18px Malerkotla State,unknown,victory,victory,Afghan victory,Retained page result begins with `afghan` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Afghan victory
Jahan Khan Popalzai,https://en.wikipedia.org/wiki/Jahan_Khan_Popalzai,battle_47267604,Battle of Kup,Battle of Kup,battle_article,side_a,18px Durrani Empire Supported by:- 18px Sirhind 18px Malerkotla State,unknown,victory,victory,Afghan victory,Retained page result begins with `afghan` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Afghan victory
Zain Khan Sirhindi,https://en.wikipedia.org/wiki/Zain_Khan_Sirhindi,battle_47267604,Battle of Kup,Battle of Kup,battle_article,side_a,18px Durrani Empire Supported by:- 18px Sirhind 18px Malerkotla State,unknown,victory,victory,Afghan victory,Retained page result begins with `afghan` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Afghan victory
Jassa Singh Ahluwalia,https://en.wikipedia.org/wiki/Jassa_Singh_Ahluwalia,battle_47267604,Battle of Kup,Battle of Kup,battle_article,side_b,Sikh Confederacy,unknown,defeat,victory,Afghan victory,Retained page result begins with `afghan` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Afghan victory
Charat Singh,https://en.wikipedia.org/wiki/Charat_Singh,battle_47267604,Battle of Kup,Battle of Kup,battle_article,side_b,Sikh Confederacy,unknown,defeat,victory,Afghan victory,Retained page result begins with `afghan` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Afghan victory
Jassa Singh Ramgarhia,https://en.wikipedia.org/wiki/Jassa_Singh_Ramgarhia,battle_47267604,Battle of Kup,Battle of Kup,battle_article,side_b,Sikh Confederacy,unknown,defeat,victory,Afghan victory,Retained page result begins with `afghan` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Afghan victory
Baghel Singh,https://en.wikipedia.org/wiki/Baghel_Singh,battle_47267604,Battle of Kup,Battle of Kup,battle_article,side_b,Sikh Confederacy,unknown,defeat,victory,Afghan victory,Retained page result begins with `afghan` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Afghan victory
Hari Singh Bhangi,https://en.wikipedia.org/wiki/Hari_Singh_Bhangi,battle_47267604,Battle of Kup,Battle of Kup,battle_article,side_b,Sikh Confederacy,unknown,defeat,victory,Afghan victory,Retained page result begins with `afghan` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Afghan victory
Ahmad Shah Durrani,https://en.wikipedia.org/wiki/Ahmad_Shah_Durrani,battle_73239030,Battle of Qarawal,Battle of Qarawal,battle_article,side_a,Durrani Empire Khanate of Kalat,unknown,victory,victory,Afghan victory,Retained page result begins with `afghan` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Afghan victory
Nasir Khan I Ahmadzai,https://en.wikipedia.org/wiki/Nasir_Khan_I_Ahmadzai,battle_73239030,Battle of Qarawal,Battle of Qarawal,battle_article,side_a,Durrani Empire Khanate of Kalat,unknown,victory,victory,Afghan victory,Retained page result begins with `afghan` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Afghan victory
Charat Singh,https://en.wikipedia.org/wiki/Charat_Singh,battle_73239030,Battle of Qarawal,Battle of Qarawal,battle_article,side_b,Sukerchakia Misl,unknown,defeat,victory,Afghan victory,Retained page result begins with `afghan` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Afghan victory
Cezayirli Gazi Hasan Pasha,https://en.wikipedia.org/wiki/Cezayirli_Gazi_Hasan_Pasha,battle_1881696,Battle of Nauplia (1770),Battle of Nauplia (1770),battle_article,side_a,23px Ottoman Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Casimir Pulaski,https://en.wikipedia.org/wiki/Casimir_Pulaski,battle_3617264,Battle of Chestnut Neck,Battle of Chestnut Neck,battle_article,side_a,United States,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
John Sullivan,https://en.wikipedia.org/wiki/John_Sullivan_(general),battle_3723555,Battle of Rhode Island,Battle of Rhode Island,battle_article,side_b,United States Kingdom of France,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Nathanael Greene,https://en.wikipedia.org/wiki/Nathanael_Greene,battle_3723555,Battle of Rhode Island,Battle of Rhode Island,battle_article,side_b,United States Kingdom of France,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
"Charles Henri Hector, Count of Estaing",https://en.wikipedia.org/wiki/Charles_Henri_Hector%2C_Count_of_Estaing,battle_3723555,Battle of Rhode Island,Battle of Rhode Island,battle_article,side_b,United States Kingdom of France,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Wilhelm von Knyphausen,https://en.wikipedia.org/wiki/Wilhelm_von_Knyphausen,battle_5841779,Battle of Connecticut Farms,Battle of Connecticut Farms,battle_article,side_b,Kingdom of Great Britain Hesse Hesse-Kassel,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
John Butler,https://en.wikipedia.org/wiki/John_Butler_(Ranger),battle_13848312,Battle of Klock's Field,Battle of Klock's Field,battle_article,side_b,Kingdom of Great Britain King's Royal Regiment of New York Butler's Rangers Brant's Volunteers 8th Regiment of Foot 34th Regiment of Foot Seneca,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Joseph Brant,https://en.wikipedia.org/wiki/Joseph_Brant,battle_13848312,Battle of Klock's Field,Battle of Klock's Field,battle_article,side_b,Kingdom of Great Britain King's Royal Regiment of New York Butler's Rangers Brant's Volunteers 8th Regiment of Foot 34th Regiment of Foot Seneca,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Sayenqueraghta,https://en.wikipedia.org/wiki/Sayenqueraghta,battle_13848312,Battle of Klock's Field,Battle of Klock's Field,battle_article,side_b,Kingdom of Great Britain King's Royal Regiment of New York Butler's Rangers Brant's Volunteers 8th Regiment of Foot 34th Regiment of Foot Seneca,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Cornplanter,https://en.wikipedia.org/wiki/Cornplanter,battle_13848312,Battle of Klock's Field,Battle of Klock's Field,battle_article,side_b,Kingdom of Great Britain King's Royal Regiment of New York Butler's Rangers Brant's Volunteers 8th Regiment of Foot 34th Regiment of Foot Seneca,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Hyder Ali,https://en.wikipedia.org/wiki/Hyder_Ali,battle_1134334,Second Anglo-Mysore War,Second Anglo-Mysore War,war_conflict_article,side_a,Kingdom of Mysore Arakkal flag 1.png Arakkal Kingdom Savanur State Drapeau Banganapalle.png Banganapalle State Kingdom of France Dutch Republic,unknown,stalemate,unknown,Status quo ante bellum Treaty of Mangalore,Retained page result is explicitly status quo ante bellum.,page_result_raw=Status quo ante bellum Treaty of Mangalore
Tipu Sultan,https://en.wikipedia.org/wiki/Tipu_Sultan,battle_1134334,Second Anglo-Mysore War,Second Anglo-Mysore War,war_conflict_article,side_a,Kingdom of Mysore Arakkal flag 1.png Arakkal Kingdom Savanur State Drapeau Banganapalle.png Banganapalle State Kingdom of France Dutch Republic,unknown,stalemate,unknown,Status quo ante bellum Treaty of Mangalore,Retained page result is explicitly status quo ante bellum.,page_result_raw=Status quo ante bellum Treaty of Mangalore
Eyre Coote,https://en.wikipedia.org/wiki/Eyre_Coote_(East_India_Company_officer),battle_1134334,Second Anglo-Mysore War,Second Anglo-Mysore War,war_conflict_article,side_b,Kingdom of Great Britain Electorate of Hanover East India Company Travancore,unknown,stalemate,unknown,Status quo ante bellum Treaty of Mangalore,Retained page result is explicitly status quo ante bellum.,page_result_raw=Status quo ante bellum Treaty of Mangalore
Banastre Tarleton,https://en.wikipedia.org/wiki/Banastre_Tarleton,battle_15907068,Battle of Wetzell's Mill,Battle of Wetzell's Mill,battle_article,side_a,Kingdom of Great Britain Kingdom of Great Britain Loyalists,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Charles XIII,https://en.wikipedia.org/wiki/Charles_XIII,battle_2201962,Battle of Öland (1789),Battle of Öland (1789),battle_article,side_a,Sweden,unknown,defeat,unknown,Russian victoryЕгоршина 2023,Retained page result begins with `russian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Russian victoryЕгоршина 2023
Fyodor Ushakov,https://en.wikipedia.org/wiki/Fyodor_Ushakov,battle_1082877,Battle of Cape Kaliakra,Battle of Cape Kaliakra,battle_article,side_a,Russian Empire,unknown,victory,victory,Russian victory End of the Russo-Turkish War (1787–1792) Treaty of Jassy signed afterwards,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory End of the Russo-Turkish War (1787–1792) Treaty of Jassy signed afterwards
Louis Marie de Lescure,https://en.wikipedia.org/wiki/Louis_Marie_de_Lescure,battle_16069942,Battle of Thouars,Battle of Thouars,battle_article,side_a,Kingdom of France Vendean Royalists,unknown,victory,victory,Royalist victory,Retained page result begins with `royalist` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Royalist victory
Charles de Bonchamps,https://en.wikipedia.org/wiki/Charles_de_Bonchamps,battle_16069942,Battle of Thouars,Battle of Thouars,battle_article,side_a,Kingdom of France Vendean Royalists,unknown,victory,victory,Royalist victory,Retained page result begins with `royalist` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Royalist victory
Henri de la Rochejaquelein,https://en.wikipedia.org/wiki/Henri_de_la_Rochejaquelein,battle_16069942,Battle of Thouars,Battle of Thouars,battle_article,side_a,Kingdom of France Vendean Royalists,unknown,victory,victory,Royalist victory,Retained page result begins with `royalist` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Royalist victory
Louis Marie de Lescure,https://en.wikipedia.org/wiki/Louis_Marie_de_Lescure,battle_47398643,Second Battle of Châtillon,Second Battle of Châtillon,battle_article,side_a,Kingdom of France French Royalists,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
