battle_id,battle_name,year,war_name,commander_name_raw,commander_name_normalized,commander_wikipedia_url,side,belligerent,battle_result_for_commander,role_in_battle,opposing_commander_names_raw,location_normalized,strength_side_raw,strength_enemy_raw,casualties_side_raw,casualties_enemy_raw,source_url,parse_notes,identity_confidence
battle_1486011,Insurgency in Northeast India,1954,Insurgency in Northeast India,Prime Minister,List of prime ministers of Bhutan,https://en.wikipedia.org/wiki/List_of_prime_ministers_of_Bhutan,side_a,India Flag of the Indian Armed Forces.svg Indian Armed Forces Flag of Central Reserve Police Forces.png Central Reserve Police Force BSF Flag.svg Border Security Force SULFA Supported by: Bhutan (from 2003) Bangladesh (1971–2025) Myanmar (from 2018),unknown,,G. Bidai | Arabinda Rajkhowa | Paresh Baruah | Anthony Doke | Anup Chetia | Arambam Somorendra | Angami Zapu Phizo | Laldenga | I. K. Songbijit | Biswamohan Debbarma | Prem Brahma | Ranjit Debbarma | Asim Umar,"Northeast India (Arunachal Pradesh, Assam, Manipur, Nagaland, Tripura, Meghalaya and Mizoram), Bhutan, and Myanmar","India 200,000 in Nagaland (1995) Bangladesh 70,000 (1992) Bhutan 8,634 (2008) Myanmar Unknown",Unknown,"2000–2026: 1,179 killed","2000–2026: 6,166 killed 22,535 surrendered 25,262 captured | 2000–2026: 4,407 civilians killed",https://en.wikipedia.org/wiki/Insurgency_in_Northeast_India,validated_commander_source=linked_article;identity_resolution_method=linked_article,high
battle_4602428,Naga conflict,1958,Insurgency in Northeast India,Ministry of External Affairs,Ministry of External Affairs,https://en.wikipedia.org/wiki/Ministry_of_External_Affairs_%28India%29,side_a,India 20px Indian Armed Forces Central Reserve Police Force 22px Border Security Force State of Arunachal Pradesh Arunachal Pradesh Police State of Assam Assam Police State of Nagaland Nagaland Police State of Manipur Manipur Police Logo (India).svg Manipur Police Manipur Rifles Myanmar Flag of Sagaing Division.svg Sagaing Region Flag of the Armed Forces (Tatmadaw) of Myanmar.svg Tatmadaw Shoulder sleeve insignia of the Myanmar Border Guard Forces.svg BGF ---- Unofficial flag of Nagaland.svg NSCN-IM RNHPF (2013-17) Unofficial flag of Nagaland.svg NSCN-K (YA) (from 2017) NSCN-R (AC) ANLF RGN (1968-73),unknown,,Thuingaleng Muivah,Northeast India Nagaland Assam Manipur Arunachal Pradesh Myanmar Sagaing Region,"India 200,000 (1995)","Unofficial flag of Nagaland.svg 15,000+ NSCN-IM (2017) Unofficial flag of Nagaland.svg 2,000 NSCN-K (2007)",2000-2024: 191 killed,2000–2024: 605 killed 241 Surrendered 2350 Arrested,https://en.wikipedia.org/wiki/Naga_conflict,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_44565920,Communist insurgency in Thailand,1965,the Cold War and the Indochina wars,Minister of Defence,List of defence ministers of Thailand,https://en.wikipedia.org/wiki/List_of_defence_ministers_of_Thailand,side_a,"Thailand Thailand 19px Thahan Phran Thai National Police Flag.svg Royal Thai Police 19px Border Patrol Police 19px|link= Volunteer Defense Corps Internal Security Operations Command ""Thai Ultranationalist Organization"" Village Scouts Nawaphon Red Gaurs Kingdom of Laos Kingdom of Laos (until 1975) border|24px ROC 93rd Division Malaysia border|24px Shan United Revolutionary Army border|24px Karen National Union United States Flag of the U.S. Central Intelligence Agency.svg CIA Flag of the United States Air Force.svg United States Air Force in Thailand USAF Security Forces beret flash.jpg United States Air Force Security Forces",unknown,,Phayom Chulanont | Chit Phumisak | Surachai Danwattananusorn | Seksan Prasertkul | Thirayuth Boonmee | Kaysone Phomvihane | Nouhak Phoumsavanh | Chin Peng | Abdullah CD | Thakin Ba Thein Tin | Thakin Soe,"Thailand (primarily northeast Thailand, Northern Region and Southern Region)","Royal Thai Armed Forces: 127,700 Royal Thai Police: 45,800","1,000–12,000 rebels 5,000–8,000 sympathizers","1966: ~90 soldiers and police killed1967: 33 soldiers and police killed1969–1971: 1,450+ soldiers, police, and officials killed 100+ wounded1972: 418 soldiers and police killed","1966: 133 insurgents killed and 49 captured 1967: 93 insurgents killed unknown captured1969–1971: 365+ insurgents killed 30+ wounded 49+ captured 1972:1,172 insurgents killed 1982: Unknown killed 3,000+ insurgents surrendered | Unknown civilian deaths (3,008 killed by government forces alone in 1971–1973)",https://en.wikipedia.org/wiki/Communist_insurgency_in_Thailand,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_44565920,Communist insurgency in Thailand,1965,the Cold War and the Indochina wars,Minister of Interior,Ministry of Interior,https://en.wikipedia.org/wiki/Ministry_of_Interior_%28Thailand%29,side_a,"Thailand Thailand 19px Thahan Phran Thai National Police Flag.svg Royal Thai Police 19px Border Patrol Police 19px|link= Volunteer Defense Corps Internal Security Operations Command ""Thai Ultranationalist Organization"" Village Scouts Nawaphon Red Gaurs Kingdom of Laos Kingdom of Laos (until 1975) border|24px ROC 93rd Division Malaysia border|24px Shan United Revolutionary Army border|24px Karen National Union United States Flag of the U.S. Central Intelligence Agency.svg CIA Flag of the United States Air Force.svg United States Air Force in Thailand USAF Security Forces beret flash.jpg United States Air Force Security Forces",unknown,,Phayom Chulanont | Chit Phumisak | Surachai Danwattananusorn | Seksan Prasertkul | Thirayuth Boonmee | Kaysone Phomvihane | Nouhak Phoumsavanh | Chin Peng | Abdullah CD | Thakin Ba Thein Tin | Thakin Soe,"Thailand (primarily northeast Thailand, Northern Region and Southern Region)","Royal Thai Armed Forces: 127,700 Royal Thai Police: 45,800","1,000–12,000 rebels 5,000–8,000 sympathizers","1966: ~90 soldiers and police killed1967: 33 soldiers and police killed1969–1971: 1,450+ soldiers, police, and officials killed 100+ wounded1972: 418 soldiers and police killed","1966: 133 insurgents killed and 49 captured 1967: 93 insurgents killed unknown captured1969–1971: 365+ insurgents killed 30+ wounded 49+ captured 1972:1,172 insurgents killed 1982: Unknown killed 3,000+ insurgents surrendered | Unknown civilian deaths (3,008 killed by government forces alone in 1971–1973)",https://en.wikipedia.org/wiki/Communist_insurgency_in_Thailand,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_37054031,1967 Kurdish revolt in Iran,1967,Iranian-Kurdish conflict,Shah of Iran,List of monarchs of Iran,https://en.wikipedia.org/wiki/List_of_monarchs_of_Iran,side_a,Iran Imperial State of Iran 18px SAVAK,unknown,,Sulayman Muini | Mullah | Abdul Rahman Ghassemlou,Iranian Kurdistan,,,50+,Eight leaders assassinated or executed 40+ killed by Iranian forces | Total: 108 killed,https://en.wikipedia.org/wiki/1967_Kurdish_revolt_in_Iran,validated_commander_source=linked_article;identity_resolution_method=linked_article,high
battle_21636599,Naxalite–Maoist insurgency,1967,Naxalite–Maoist insurgency,The Economic Times,The Economic Times,https://en.wikipedia.org/wiki/The_Economic_Times,side_a,India Central Armed Police Forces Flag of Central Reserve Police Forces.png Central Reserve Police Force Commando Battalion for Resolute Action BSF Flag.svg Border Security Force Indo-Tibetan Border Police Central Industrial Security Force State Armed Police Forces District Reserve Guard Greyhounds (AP & Telengana) Jharkhand Jaguar Special Operation Group (Odisha) Kerala Thunderbolts Special Task Force (Bihar) Anti Naxal Force (Karnataka) ---- Militias: (until 2011) Bhumi Sena Kuer Sena Lorik Sena Ranvir Sena Salwa Judum Sunlight Sena Tritiya Prastuti Committee,unknown,,Ganapathy | Keshava Rao | Thippiri Tirupathi | Barsa Deva | Madvi Hidma | Mallujola Venugopal | Chalpathi | Charu Majumdar | Jangal Santhal | Kanu Sanyal | Babu Panda | Azad | Anand | Kondapalli Seetharamaiah | Kosa | Koteswara Rao | Kishan | Ashutosh Tudu | Naveen Babu | Narmada Akka | Deo Kumar Singh | Milind Teltumbde | Jagdish Mahto | Ravindra Singh | Mahendar Singh | Shankar Rao | Vinod Gowda,India,"CRPF: 313,634 State Police Forces: 1,289,900","350+ (2026 est., according to the Government of India) 6,500–9,500 (2013 est.) 10,000–20,000 (2009–2010 est.)","2000–2026: 2,723 killed","2000–2026: 5,063 killed 20,073 surrendered 17,217 captured | 2000–2026: 4,138 civilians killed",https://en.wikipedia.org/wiki/Naxalite%E2%80%93Maoist_insurgency,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_8949710,Communist insurgency in Malaysia (1968–1989),1968,"the Cold War in Asia, the spillovers of Indochina wars and continuation of the Malayan Emergency",#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,border|23px Communist forces: Flag of the Communist Party of Malaya.svg Malayan Communist Party Flag of the Malayan National Liberation Army.svg Malayan National Liberation Army Communist Party of Malaya/Revolutionary Faction (1970–1983) Communist Party of Malaya/Marxist–Leninist (1974–1983) Malaysian Communist Party (1983–1987) Flag of the North Kalimantan Communist Party.svg North Kalimantan Communist Party Flag of the Communist Party of Thailand.svg Communist Party of Thailand (until 1983) Supported by: China (until 1976) Soviet Union Libya Libya South Yemen,unknown,,Tunku Abdul Rahman | Abdul Razak Hussein | Hussein Onn | Mahathir Mohamad | Lee Kuan Yew | Thanom Kittikachorn | Thanin Kraivichien | Kriangsak Chamanan | Prem Tinsulanonda,Peninsular Malaysia and Sarawak,"Flag of the Malayan National Liberation Army.svg 8,000 Flag of the Sarawak People's Guerilla Force.svg 1,000","Malaysia 95,000 - 125,000 Thailand 15,000 – 25,000",212 killed 150 captured 117 surrendered,155 killed 854 wounded,https://en.wikipedia.org/wiki/Communist_insurgency_in_Malaysia_%281968%E2%80%931989%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_4602307,Moro conflict,1968,"the Cold War, Civil conflict in the Philippines, war on terror, North Borneo dispute and War against the Islamic State",#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,Philippines Flag of ARMM.svg ARMM ---- Pro-government paramilitaries Ilaga Tadtad Alsa Masa ---- Foreign support United States Australia Taiwan European Union,unknown,,Nur Misuari | Muslimin Sema | # | Abul Khayr Alonto | Murad Ebrahim | Hashim Salamat | Radullan Sahiron | Abdurajak Janjalani | Khadaffy Janjalani | Isnilon Hapilon | Ameril Umbra Kato | # | Omar Maute | Abdullah Maute | Ahmed Santos,"Mindanao, Philippines","Philippines 250,000 (1975) 125,000–130,000 (2012) Flag of ARMM.svg Unspecified","MNLF flag.svg 30,000 (1973–1975) Flag of the Moro Islamic Liberation Front.svg 11,000 (2012) | Islamic State of Iraq and the Levant Unspecified Flag of Jihad.svg Unspecified","Philippine government: Flag of the Philippines.svg 30,000–36,000 killed (1972–1976) 11,000–100,000+ killed (Marcos claim; 1972–1980s) 998 killed or wounded (1986–2004; or far higher) 240 killed (2014–present; against Jihadist groups only) Ilaga: 1,238 dead (1969–1972)","MNLF flag.svgFlag of the Moro Islamic Liberation Front.svg 10,000 casualties (1972–1976) | Islamic State of Iraq and the Levant 1,680–1,740+ killed (2014–present; against the Philippine government only)",https://en.wikipedia.org/wiki/Moro_conflict,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_4602307,Moro conflict,1968,"the Cold War, Civil conflict in the Philippines, war on terror, North Borneo dispute and War against the Islamic State",#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,BangsamoroMNLF flag.svg MNLF (1972–1996) Flag of the Moro Islamic Liberation Front.svg MILF (1977–2014) ---- FlagMNLF.svg MNLF EC-15 ---- NDF Flag.svg NDFP Ph mrlo.PNG MRLO ---- Foreign support Libya (1970s) Malaysia (1968–2001),unknown,,Ferdinand Marcos | # | Corazon Aquino | Fidel Ramos | Joseph Estrada | Gloria Macapagal Arroyo | Benigno Aquino | Rodrigo Duterte | Radullan Sahiron | Abdurajak Janjalani | Khadaffy Janjalani | Isnilon Hapilon | Ameril Umbra Kato | # | Omar Maute | Abdullah Maute | Ahmed Santos,"Mindanao, Philippines","MNLF flag.svg 30,000 (1973–1975) Flag of the Moro Islamic Liberation Front.svg 11,000 (2012)","Philippines 250,000 (1975) 125,000–130,000 (2012) Flag of ARMM.svg Unspecified | Islamic State of Iraq and the Levant Unspecified Flag of Jihad.svg Unspecified","MNLF flag.svgFlag of the Moro Islamic Liberation Front.svg 10,000 casualties (1972–1976)","Philippine government: Flag of the Philippines.svg 30,000–36,000 killed (1972–1976) 11,000–100,000+ killed (Marcos claim; 1972–1980s) 998 killed or wounded (1986–2004; or far higher) 240 killed (2014–present; against Jihadist groups only) Ilaga: 1,238 dead (1969–1972) | Islamic State of Iraq and the Levant 1,680–1,740+ killed (2014–present; against the Philippine government only)",https://en.wikipedia.org/wiki/Moro_conflict,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_4602307,Moro conflict,1968,"the Cold War, Civil conflict in the Philippines, war on terror, North Borneo dispute and War against the Islamic State",#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_c,Jihadist groups Islamic State of Iraq and the Levant BIFF Islamic State of Iraq and the Levant ASG (1991–2024) Islamic State of Iraq and the Levant Maute Group (2013–2017) Islamic State of Iraq and the Levant AKP (2014–2021) Islamic State of Iraq and the Levant KIM (2011–2013) Flag of Jihad.svg Rajah Sulaiman Movement (1991–2005),unknown,,Ferdinand Marcos | # | Corazon Aquino | Fidel Ramos | Joseph Estrada | Gloria Macapagal Arroyo | Benigno Aquino | Rodrigo Duterte | Nur Misuari | Muslimin Sema | # | Abul Khayr Alonto | Murad Ebrahim | Hashim Salamat,"Mindanao, Philippines",Islamic State of Iraq and the Levant Unspecified Flag of Jihad.svg Unspecified,"Philippines 250,000 (1975) 125,000–130,000 (2012) Flag of ARMM.svg Unspecified | MNLF flag.svg 30,000 (1973–1975) Flag of the Moro Islamic Liberation Front.svg 11,000 (2012)","Islamic State of Iraq and the Levant 1,680–1,740+ killed (2014–present; against the Philippine government only)","Philippine government: Flag of the Philippines.svg 30,000–36,000 killed (1972–1976) 11,000–100,000+ killed (Marcos claim; 1972–1980s) 998 killed or wounded (1986–2004; or far higher) 240 killed (2014–present; against Jihadist groups only) Ilaga: 1,238 dead (1969–1972) | MNLF flag.svgFlag of the Moro Islamic Liberation Front.svg 10,000 casualties (1972–1976)",https://en.wikipedia.org/wiki/Moro_conflict,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_8427755,1971 Ugandan coup d'état,1971,the Cold War,Minister of Internal Affairs,Ministry of Internal Affairs,https://en.wikipedia.org/wiki/Ministry_of_Internal_Affairs_%28Uganda%29,side_a,Uganda Ugandan government Loyal state institutions,unknown,,Idi Amin | Erinayo Wilson Oryema | Inspector general | Juma Butabika | Isaac Maliyamungu,Uganda,Unknown,"5,700 soldiers; 5,500 policemen",Many Acohli and Lango soldiers murderedCooper Fontanellaz 2015,Unknown,https://en.wikipedia.org/wiki/1971_Ugandan_coup_d%27%C3%A9tat,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_648940,Easter Offensive,1972,the Vietnam War,B-5 Front,"NLF and PAVN strategy, organization and structure",https://en.wikipedia.org/wiki/NLF_and_PAVN_strategy%2C_organization_and_structure,side_b,North Vietnam,unknown,,Hoàng Xuân Lãm | Ngô Quang Trưởng | Ngô Du | Nguyễn Văn Toàn | Nguyễn Văn Minh | Creighton Abrams,South Vietnam,"300,000 322 tanks and APCs","Total ARVN: 758,000 550 tanks and 900 APCs ~1,500 aircraft and helicopters U.S. forces: U.S. Air Force U.S. 7th Fleet","U.S. estimate:&nbsp;100,000 killedAndrade 1995 250Andrade 1995–700 tanks and APCs destroyed PAVN estimate: 100,000+ casualties (~40,000 killed)","U.S estimate: ~10,000 killed, 33,000 wounded, 3,500 missingSorley 1999 ARVN’s report: 30,000 killed, 78,000 wounded and 14,000 missing U.S. casualties: 300 killed,Andrade 1995 ~1,500 wounded PAVN claim: 213,307 killed and wounded, 13,000 captured More than 1,000 tanks and APCs destroyed | Civilians: 25,000+ killed and 1 million refugeesAndrade 1995",https://en.wikipedia.org/wiki/Easter_Offensive,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_62391277,1974–1975 Shatt al-Arab conflict,1974,the Shatt al-Arab dispute and the Second Iraqi–Kurdish War,Shah of Iran,List of monarchs of Iran,https://en.wikipedia.org/wiki/List_of_monarchs_of_Iran,side_a,State flag of Iran 1964-1980.svg IranFormer Flag of KDP.svg KDP,unknown,,Saddam Hussein | Vice President of Iraq,Shatt al-Arab,"50,000 irregulars ~100 aircraft (min.)","90,000 troops 1,200 tanks and AFVs 200 aircraft","center 1,000+ killed or wounded (total)",,https://en.wikipedia.org/wiki/1974%E2%80%931975_Shatt_al-Arab_conflict,validated_commander_source=linked_article;identity_resolution_method=linked_article,high
battle_2057171,Angolan Civil War,1975,"the aftermath of the Angolan War of Independence, and the Cold War (until 1991)",#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,"Angola People's Republic of Angola/Republic of Angola Movimento Popular de Libertação de Angola (bandeira).svg MPLA Cuba (1975–1989) Flag of South West Africa People's Organisation.svg SWAPO (1975–1989) Flag of the African National Congress.svg ANC (1975–1989) Executive Outcomes (1993–1995) 22px FLNC (1975–1978) Namibia (2001–2002)Irritated by UNITA cross-border raids, the Namibian Defence Force retaliated by sending units into southern Angola and destroying a UNITA training camp at Licua in late January 2001. The Namibian troops were not withdrawn from Angola until May 2002. Soviet Union (1975–1989) East Germany (1975–1989) North Korea (1980s)The North Korean Military Mission in Angola had about 1,500 personnel attached to FAPLA in 1986, most likely advisers, although their exact duties are uncertain. Their presence in Angola may have been indirectly subsidised by the Soviet Union. Up to 3,000 North Korean military personnel served in Angola throughout the 1980s.",unknown,,Jonas Savimbi | Jeremias Chitunda | António Dembo | Paulo Lukamba | D. A. Chilingutila | Alberto Vinama | # | Elias Salupeto Pena | Wilson dos Santos | Holden Roberto | Daniel Chipenda | Costas Georgiou | Magnus Malan | Constand Viljoen | Georg Meiring | Mobutu Sese Seko | Henrique N'zita Tiago,Angola,"Angola MPLA troops: 40,000 (1976) 70,000 (1987) 130,000 (2001) Cuba Cuban troops: 36,000 with 400 tanks (1976) 35,000–37,000 (1982) 60,000 (1988) 337,033–380,000 total (supported by 1,000 tanks, 600 armored vehicles, 1,600 artillery pieces, and 150 SAM-8 missile batteries) Soviet Union Soviet troops: Altogether 11,000 (1975 to 1991) East Germany East German troops: 2,000–3,000 (1985) North Korea North Korean troops: Altogether 3,000 (1980s)","Flag of UNITA.svg UNITA militants: 65,000 (1990, highest) Bandeira da FNLA.svg FNLA militants: 22,000 (1975) 4,000–7,000 (1976) Union of South Africa South African troops: 7,000 (1975–1976) 6,000 (1987–1988)","Angola Unknown Cuba 2,016–5,000 dead Soviet Union 54 dead","Flag of UNITA.svg Unknown Bandeira da FNLA.svg Unknown South Africa 2,365–2,500 deadCU a USA 6 dead | 800,000 killed and 4 million displaced",https://en.wikipedia.org/wiki/Angolan_Civil_War,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
