rank,score_normalized,score_tier,analytic_commander_id,display_name,canonical_wikipedia_url,primary_era_bucket,engagement_count,battle_count,operation_count,campaign_count,war_count,known_outcome_count,known_outcome_share,outcome_shrunk_raw,component_outcome,component_sustained_scale,component_scope,component_temporal,component_centrality,component_higher_level,component_evidence,active_span_years_nonwar,higher_level_share,page_type_profile_class,caution_flags,broad_page_contribution_share,battle_siege_page_contribution_share,strict_eligibility,exclude_from_headline_ranking,recommended_action,high_level_cap,high_level_cap_adjustment_factor,score_high_level_capped,rank_high_level_capped,rank_change_vs_hierarchical_trust_v2
192,64.91190253045923,solid,acmd_6286f2c7b756,Radko Dimitriev,https://en.wikipedia.org/wiki/Radko_Dimitriev,long_nineteenth_century,11,8,1,0,2,7,0.6363636363636364,0.148566027235005,54.82661668228679,76.14807872539832,90.37800687285224,29.194001874414244,78.63167760074975,81.630740393627,28.209934395501406,4,0.1578947368421052,battle_dominant,,0.012783,0.987217,eligible_field_commander,False,retain,0.4,1.0,64.91190253045923,180,-12
193,64.87722586691659,solid,acmd_52ad45bc1e43,Nikolai Yudenich,https://en.wikipedia.org/wiki/Nikolai_Yudenich,world_wars,10,7,2,0,1,9,0.9,0.1156093278218661,50.89034676663543,84.72352389878162,75.49203373945643,34.817244611059046,73.66447985004686,86.26991565135896,75.82005623242736,5,0.2178770949720671,battle_dominant,,0.041931,0.958069,eligible_field_commander,False,retain,0.4,1.0,64.87722586691659,181,-12
194,64.8228678537957,solid,acmd_ed754e5e4fb9,P. G. T. Beauregard,https://en.wikipedia.org/wiki/P._G._T._Beauregard,long_nineteenth_century,18,18,0,0,0,14,0.7777777777777778,0.4093425801826736,92.68978444236176,84.44236176194939,27.553889409559517,22.492970946579195,95.31396438612931,18.181818181818183,42.033739456419866,3,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,64.8228678537957,182,-12
196,64.71321462043112,solid,acmd_33aa25cc2331,Karađorđe Petrović,https://en.wikipedia.org/wiki/Kara%C4%91or%C4%91e,revolutionary_napoleonic,9,9,0,0,0,8,0.8888888888888888,0.4923076923076923,98.40674789128396,67.85379568884724,27.553889409559517,39.22211808809747,74.92970946579194,18.181818181818183,68.9784442361762,6,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,64.71321462043112,183,-13
197,64.6119962511715,solid,acmd_af5d21204038,Paul von Lettow-Vorbeck,https://en.wikipedia.org/wiki/Paul_von_Lettow-Vorbeck,world_wars,12,12,0,0,0,10,0.8333333333333334,0.3067256279526226,77.97563261480788,89.03467666354264,44.89222118088097,29.194001874414244,87.20712277413308,18.181818181818183,55.95126522961574,4,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,64.6119962511715,184,-13
198,64.52818181818182,solid,acmd_19cb49ade6d8,Niels Juel,https://en.wikipedia.org/wiki/Niels_Juel,early_modern,9,7,0,0,2,7,0.7777777777777778,0.2968988946412176,73.57075913776944,58.76288659793815,60.09059668853484,75.72633552014996,65.74507966260543,64.1518275538894,51.921274601686974,20,0.0909090909090909,battle_dominant,,0.005795,0.994205,eligible_field_commander,False,retain,0.4,1.0,64.52818181818182,185,-13
199,64.49015932521088,solid,acmd_45cd95fcb06a,Mark W. Clark,https://en.wikipedia.org/wiki/Mark_W._Clark,world_wars,10,6,3,0,1,8,0.8,0.0473987235550239,41.33083411433927,75.16401124648547,92.1587004061231,50.32802249297095,71.36832239925025,88.37863167760075,66.68228678537957,10,0.281437125748503,mixed_profile,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,64.49015932521088,186,-13
200,64.45173383317713,solid,acmd_e012d1e4562d,George Washington,https://en.wikipedia.org/wiki/George_Washington,early_modern,20,16,0,0,4,17,0.85,-0.0998926114540229,24.36738519212746,96.53233364573572,67.13527022805373,86.78537956888472,94.75164011246486,80.13120899718838,62.41799437675727,27,0.0804597701149425,battle_dominant,,0.044286,0.955714,eligible_field_commander,False,retain,0.4,1.0,64.45173383317713,187,-13
201,64.23186504217432,solid,acmd_ddc5d0a649e9,Mahmud of Ghazni,https://en.wikipedia.org/wiki/Mahmud_of_Ghazni,medieval,10,8,0,0,2,4,0.4,0.2812603648424543,71.88378631677601,64.85473289597002,64.90159325210871,89.31583880037488,72.82099343955014,64.1518275538894,3.0927835051546397,29,0.0804597701149425,battle_dominant,,0.104478,0.895522,eligible_field_commander,False,retain,0.4,1.0,64.23186504217432,188,-13
203,64.00457357075913,solid,acmd_4741e266a92e,François de Créquy,https://en.wikipedia.org/wiki/Fran%C3%A7ois_de_Cr%C3%A9quy,early_modern,8,5,0,0,3,5,0.625,0.376816764540663,87.72258669165886,51.78069353327085,54.99843798812871,85.56701030927834,48.35988753514527,75.72633552014996,28.77225866916589,26,0.1735537190082644,mixed_profile,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,64.00457357075913,189,-14
204,63.8697282099344,solid,acmd_5136780971c9,Ishikawa Kazumasa,https://en.wikipedia.org/wiki/Ishikawa_Kazumasa,early_modern,8,8,0,0,0,7,0.875,0.3035695928832557,77.60074976569823,68.04123711340206,33.34895345204623,85.56701030927834,68.50984067478912,18.181818181818183,64.43298969072166,26,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,63.8697282099344,190,-14
205,63.845360824742265,solid,acmd_89117464e78a,William I of the Netherlands,https://en.wikipedia.org/wiki/William_I_of_the_Netherlands,revolutionary_napoleonic,10,9,0,0,1,9,0.9,0.078963449686114,45.45454545454545,86.31677600749765,60.09059668853484,79.70946579194002,77.4601686972821,47.46954076850984,69.68134957825679,22,0.0374331550802139,battle_dominant,,0.0133,0.9867,eligible_field_commander,False,retain,0.4,1.0,63.845360824742265,191,-14
206,63.8191190253046,solid,acmd_4dd61409a511,Heraclius,https://en.wikipedia.org/wiki/Heraclius,medieval,12,12,0,0,0,12,1.0,0.1451272997910161,53.98313027179007,88.37863167760075,39.80006248047485,84.20805998125586,87.20712277413308,18.181818181818183,88.89409559512652,25,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,63.8191190253046,192,-14
207,63.81363636363638,solid,acmd_ec14bee964e2,Philips van Almonde,https://en.wikipedia.org/wiki/Philips_van_Almonde,early_modern,7,6,0,0,1,6,0.8571428571428571,0.2742179774731087,70.94657919400188,58.99718837863168,60.09059668853484,89.31583880037488,51.452671040299904,47.46954076850984,73.43017806935333,29,0.0551181102362204,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,63.81363636363638,193,-14
208,63.80811621368322,solid,acmd_94706e5c910b,Wolfram von Richthofen,https://en.wikipedia.org/wiki/Wolfram_von_Richthofen,world_wars,8,7,1,0,0,5,0.625,0.4,90.81537019681348,60.12183692596064,63.12089971883787,39.22211808809747,66.40112464854732,71.69634489222118,24.69540768509841,6,0.1025641025641025,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,63.80811621368322,194,-14
209,63.781686972821,solid,acmd_7b348735a114,Suharto,https://en.wikipedia.org/wiki/Suharto,cold_war,8,2,3,0,3,4,0.5,0.3009210124659413,77.31958762886599,39.175257731958766,87.34770384254921,81.30271790065603,37.20712277413308,94.14245548266167,30.2717900656045,23,0.6330275229357798,mixed_profile,higher_level_dependent,0.300236,0.699764,eligible_field_commander,False,retain,0.4,1.0,63.781686972821,195,-14
210,63.75913776944706,solid,acmd_e826c1eb991c,Julian,https://en.wikipedia.org/wiki/Julian_(emperor),ancient,10,10,0,0,0,10,1.0,0.3462127183524073,82.09934395501406,75.91377694470478,33.34895345204623,42.68978444236176,80.50609184629803,18.181818181818183,88.89409559512652,7,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,63.75913776944706,196,-14
211,63.62909090909091,solid,acmd_aa6a00666ba9,Giovanni Messe,https://en.wikipedia.org/wiki/Giovanni_Messe,world_wars,9,4,3,0,2,7,0.7777777777777778,0.2295031581647696,65.22961574507966,74.41424554826617,75.49203373945643,29.194001874414244,61.9493908153702,91.98687910028116,63.07403936269915,4,0.4366197183098592,mixed_profile,,0.306633,0.693367,eligible_field_commander,False,retain,0.4,1.0,63.62909090909091,197,-14
212,63.62605435801312,solid,acmd_1a9d3533c14a,Jean Reynier,https://en.wikipedia.org/wiki/Jean_Reynier,revolutionary_napoleonic,16,16,0,0,0,14,0.875,0.1235103228638144,51.921274601686974,94.75164011246486,51.93689472039987,63.68322399250235,92.970946579194,18.181818181818183,64.43298969072166,15,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,63.62605435801312,198,-14
213,63.523561387066536,solid,acmd_a524bfaa90ea,"Jean-Baptiste Drouet, Comte d'Erlon",https://en.wikipedia.org/wiki/Jean-Baptiste_Drouet%2C_Comte_d%27Erlon,revolutionary_napoleonic,6,5,0,0,1,5,0.8333333333333334,0.2947187170190656,73.38331771321462,55.248359887535145,76.7572633552015,99.10965323336455,34.77038425492034,47.46954076850984,52.905342080599816,220,0.0654205607476635,battle_dominant,,0.069091,0.930909,eligible_field_commander,False,retain,0.4,1.0,63.523561387066536,199,-14
214,63.37769447047797,solid,acmd_f51da86004c8,Sterling Price,https://en.wikipedia.org/wiki/Sterling_Price,long_nineteenth_century,14,13,0,0,1,6,0.4285714285714285,0.26705656096141,70.10309278350515,65.97938144329896,48.54732895970009,68.79100281162137,90.20618556701032,47.46954076850984,5.154639175257731,17,0.0262172284644194,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,63.37769447047797,200,-14
215,63.34090909090909,solid,acmd_d2394aa5e445,Rama Raya,https://en.wikipedia.org/wiki/Rama_Raya,early_modern,6,5,0,0,1,6,1.0,0.4363636363636363,95.12652296157452,42.87722586691659,42.752264917213374,79.70946579194002,34.77038425492034,47.46954076850984,88.89409559512652,22,0.0654205607476635,battle_dominant,,0.065421,0.934579,eligible_field_commander,False,retain,0.4,1.0,63.34090909090909,201,-14
217,63.11636363636363,solid,acmd_1da7701a9822,Lê Trọng Tấn,https://en.wikipedia.org/wiki/L%C3%AA_Tr%E1%BB%8Dng_T%E1%BA%A5n,cold_war,10,4,3,0,3,6,0.6,0.1318176930173975,52.67104029990628,69.25960637300844,70.68103717588254,82.75538894095595,65.04217432052484,94.14245548266167,23.523898781630734,24,0.4630872483221476,mixed_profile,,0.129691,0.870308,eligible_field_commander,False,retain,0.4,1.0,63.11636363636363,202,-15
218,63.08903467666354,solid,acmd_31a668638c32,Charles I of England,https://en.wikipedia.org/wiki/Charles_I_of_England,early_modern,15,11,0,0,4,7,0.4666666666666667,0.075880838504702,45.17338331771322,82.4742268041237,63.12089971883787,70.80599812558576,88.7066541705717,80.13120899718838,6.279287722586692,18,0.1129032258064516,battle_dominant,,0.061584,0.938416,eligible_field_commander,False,retain,0.4,1.0,63.08903467666354,203,-15
219,62.95220243673853,solid,acmd_322f5f25bf1f,Tōdō Takatora,https://en.wikipedia.org/wiki/T%C5%8Dd%C5%8D_Takatora,early_modern,10,10,0,0,0,8,0.8,0.1584880995831577,56.04498594189315,82.3805060918463,44.89222118088097,91.89315838800376,80.50609184629803,18.181818181818183,48.50046860356139,31,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,62.95220243673853,204,-15
220,62.90999999999999,solid,acmd_f139eafb6ef9,Qutb ud-Din Aibak,https://en.wikipedia.org/wiki/Qutb_ud-Din_Aibak,medieval,7,7,0,0,0,6,0.8571428571428571,0.4363636363636363,95.12652296157452,62.93345829428304,33.34895345204623,63.68322399250235,58.90346766635426,18.181818181818183,61.52764761012184,15,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,62.90999999999999,205,-15
221,62.80412371134021,solid,acmd_65a73d9853f9,Arthur Currie,https://en.wikipedia.org/wiki/Arthur_Currie,world_wars,10,10,0,0,0,6,0.6,0.4363636363636364,95.8762886597938,61.01218369259607,47.922524211184005,22.492970946579195,80.50609184629803,18.181818181818183,16.869728209934394,3,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,62.80412371134021,206,-15
222,62.78454545454546,solid,acmd_a19d8429be97,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,medieval,6,5,0,0,1,6,1.0,0.4363636363636363,95.12652296157452,50.374882849109646,42.752264917213374,63.68322399250235,34.77038425492034,47.46954076850984,88.89409559512652,15,0.0654205607476635,battle_dominant,,0.058099,0.941901,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,62.78454545454546,207,-15
223,62.711818181818174,solid,acmd_a83a12622dc7,Cornelis Tromp,https://en.wikipedia.org/wiki/Cornelis_Tromp,early_modern,8,6,0,0,2,7,0.875,0.2932550394939167,73.10215557638237,65.32333645735707,60.09059668853484,52.95220243673852,54.9671977507029,64.1518275538894,74.60168697282099,11,0.1044776119402985,battle_dominant,,0.005681,0.994319,eligible_field_commander,False,retain,0.4,1.0,62.711818181818174,208,-15
224,62.70818181818181,solid,acmd_7433bf1fe6eb,Carl Gustav Rehnskiöld,https://en.wikipedia.org/wiki/Carl_Gustav_Rehnski%C3%B6ld,early_modern,7,6,0,0,1,7,1.0,0.3376383468221206,81.16213683223992,70.00937207122774,48.54732895970009,48.21930646672914,51.452671040299904,47.46954076850984,88.89409559512652,9,0.0551181102362204,battle_dominant,,0.027426,0.972574,eligible_field_commander,False,retain,0.4,1.0,62.70818181818181,209,-15
225,62.660731021555776,solid,acmd_956599c6e40d,John Monash,https://en.wikipedia.org/wiki/John_Monash,world_wars,9,9,0,0,0,8,0.8888888888888888,0.4923076923076923,98.40674789128396,68.60356138706653,39.80006248047485,2.6241799437675724,74.92970946579194,18.181818181818183,68.9784442361762,0,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,62.660731021555776,210,-15
226,62.63542642924086,solid,acmd_e7d15992f668,Saddam Hussein,https://en.wikipedia.org/wiki/Saddam_Hussein,cold_war,19,9,2,0,8,7,0.3684210526315789,-0.2981103150840762,7.966260543580131,93.6269915651359,96.485473289597,90.72164948453609,90.48734770384254,96.53233364573572,3.467666354264293,30,0.3283582089552239,mixed_profile,,0.117487,0.882513,eligible_field_commander,False,retain,0.4,1.0,62.63542642924086,211,-15
227,62.623636363636365,solid,acmd_b1865ae97a71,Sakakibara Yasumasa,https://en.wikipedia.org/wiki/Sakakibara_Yasumasa,early_modern,8,7,0,0,1,7,0.875,0.2594225260391489,69.44704779756327,64.10496719775071,42.752264917213374,94.61105904404874,63.63636363636363,47.46954076850984,63.448922211808814,36,0.0476190476190476,battle_dominant,,0.054861,0.945139,eligible_field_commander,False,retain,0.4,1.0,62.623636363636365,212,-15
228,62.57825679475164,solid,acmd_451a87941ecf,Jean-Baptiste Kléber,https://en.wikipedia.org/wiki/Jean-Baptiste_Kl%C3%A9ber,revolutionary_napoleonic,18,17,0,0,1,14,0.7777777777777778,0.0675026026438026,44.23617619493909,94.93908153701967,66.2293033427054,45.54826616682287,94.3767572633552,47.46954076850984,41.518275538894095,8,0.0201729106628242,battle_dominant,,0.011081,0.988919,eligible_field_commander,False,retain,0.4,1.0,62.57825679475164,213,-15
72,76.47235238987817,strong,acmd_f0aba2fd984a,Kirill Meretskov,https://en.wikipedia.org/wiki/Kirill_Meretskov,world_wars,13,4,7,0,2,10,0.7692307692307693,0.3270195402956334,80.22492970946578,86.22305529522023,77.72571071540145,39.22211808809747,81.53701968134958,98.78163074039362,62.55857544517338,6,0.6116504854368933,operation_heavy,higher_level_dependent,0.509047,0.490953,ambiguous_requires_review,False,add_high_level_page_caveat,0.4,0.818255,62.57388470477976,214,142
229,62.5070290534208,solid,acmd_20f3fc1da7f6,Philippe Pétain,https://en.wikipedia.org/wiki/Philippe_P%C3%A9tain,world_wars,10,7,2,0,1,8,0.8,0.1348412033716338,53.23336457357076,71.9306466729147,65.58887847547642,50.32802249297095,73.66447985004686,86.26991565135896,53.42080599812559,10,0.2178770949720671,battle_dominant,,0.162764,0.837236,eligible_field_commander,False,retain,0.4,1.0,62.5070290534208,215,-14
230,62.496363636363625,solid,acmd_d6cca6c33ce6,"Emmanuel de Grouchy, marquis de Grouchy",https://en.wikipedia.org/wiki/Emmanuel_de_Grouchy%2C_marquis_de_Grouchy,revolutionary_napoleonic,7,7,0,0,0,6,0.8571428571428571,0.3537936476971401,82.94283036551077,68.83786316776008,44.89222118088097,66.44798500468603,58.90346766635426,18.181818181818183,61.52764761012184,16,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,62.496363636363625,216,-14
231,62.4526710402999,solid,acmd_c2a9ed8b6657,Dominique Vandamme,https://en.wikipedia.org/wiki/Dominique_Vandamme,revolutionary_napoleonic,10,9,0,0,1,10,1.0,0.042434683596165,40.8622305529522,86.50421743205249,64.90159325210871,66.44798500468603,77.4601686972821,47.46954076850984,88.89409559512652,16,0.0374331550802139,battle_dominant,,0.015862,0.984138,eligible_field_commander,False,retain,0.4,1.0,62.4526710402999,217,-14
232,62.33833177132146,solid,acmd_2fafacf373d3,Charat Singh,https://en.wikipedia.org/wiki/Charat_Singh,early_modern,11,10,0,0,1,8,0.7272727272727273,0.1286877585839721,52.38987816307405,80.78725398313027,63.12089971883787,58.80974695407685,82.14620431115276,47.46954076850984,38.7535145267104,13,0.0338164251207729,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,62.33833177132146,218,-14
233,62.22680412371133,solid,acmd_a81c0b2f166a,Jean-Baptiste Jourdan,https://en.wikipedia.org/wiki/Jean-Baptiste_Jourdan,revolutionary_napoleonic,18,16,0,0,2,16,0.8888888888888888,-0.1068141301976408,23.523898781630734,96.15745079662604,67.69759450171821,75.72633552014996,93.6738519212746,64.1518275538894,72.5398313027179,20,0.0419161676646706,battle_dominant,,0.007164,0.992836,eligible_field_commander,False,retain,0.4,1.0,62.22680412371133,219,-14
234,62.198181818181816,solid,acmd_71c8d9f3049e,Juan Yagüe,https://en.wikipedia.org/wiki/Juan_Yag%C3%BCe,world_wars,7,6,0,0,1,7,1.0,0.4666666666666667,97.04779756326148,66.44798500468603,42.752264917213374,15.510777881911904,51.452671040299904,47.46954076850984,88.89409559512652,2,0.0551181102362204,battle_dominant,,0.034513,0.965487,eligible_field_commander,False,retain,0.4,1.0,62.198181818181816,220,-14
235,61.92454545454545,solid,acmd_b96232782a02,"Leopold I, Prince of Anhalt-Dessau",https://en.wikipedia.org/wiki/Leopold_I%2C_Prince_of_Anhalt-Dessau,early_modern,9,5,0,0,4,7,0.7777777777777778,0.0644104365720398,43.39268978444236,77.50702905342081,64.90159325210871,96.90721649484536,53.608247422680414,80.13120899718838,63.07403936269915,42,0.21875,mixed_profile,,0.05978,0.94022,eligible_field_commander,False,retain,0.4,1.0,61.92454545454545,221,-14
236,61.734545454545454,solid,acmd_6a1a3e4d83f9,Pyotr Rumyantsev,https://en.wikipedia.org/wiki/Pyotr_Rumyantsev,early_modern,6,3,0,0,3,6,1.0,0.3751120613682744,87.53514526710403,55.52952202436738,54.99843798812871,58.80974695407685,5.810684161199625,75.72633552014996,88.89409559512652,13,0.2592592592592592,mixed_profile,,0.09631,0.90369,eligible_field_commander,False,retain,0.4,1.0,61.734545454545454,222,-14
174,66.8562886597938,solid,acmd_97d6fe912357,Qasem Soleimani,https://en.wikipedia.org/wiki/Qasem_Soleimani,contemporary,10,6,3,0,1,3,0.3,0.3293882934714227,80.50609184629803,59.60637300843487,76.81974383005311,66.44798500468603,73.2895970009372,90.9559512652296,1.1246485473289598,16,0.3142857142857143,mixed_profile,,0.446104,0.553896,eligible_field_commander,False,add_high_level_page_caveat,0.4,0.92316,61.719051439175246,223,49
237,61.59512652296158,solid,acmd_dd548f765d0c,William III of England,https://en.wikipedia.org/wiki/William_III_of_England,early_modern,17,13,0,0,4,10,0.5882352941176471,-0.0630385338896823,29.24086223055295,88.65979381443299,64.90159325210871,81.30271790065603,91.89315838800376,80.13120899718838,21.087160262418,23,0.0972222222222222,battle_dominant,,0.024323,0.975677,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,61.59512652296158,224,-13
238,61.5651358950328,solid,acmd_692a59891052,Alasdair Mac Colla,https://en.wikipedia.org/wiki/Alasdair_Mac_Colla,early_modern,8,8,0,0,0,6,0.75,0.4363636363636363,95.12652296157452,65.60449859418932,39.80006248047485,22.492970946579195,68.50984067478912,18.181818181818183,37.76944704779756,3,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,61.5651358950328,225,-13
239,61.55388940955952,solid,acmd_99f8c72f2c47,Józef Poniatowski,https://en.wikipedia.org/wiki/J%C3%B3zef_Poniatowski,revolutionary_napoleonic,16,12,0,0,4,11,0.6875,-0.0839667701545142,26.241799437675727,92.2680412371134,67.13527022805373,77.83505154639175,90.48734770384254,80.13120899718838,31.6776007497657,21,0.1044776119402985,battle_dominant,,0.031382,0.968618,eligible_field_commander,False,retain,0.4,1.0,61.55388940955952,226,-13
240,61.55014058106842,solid,acmd_d78906672e99,Selim I,https://en.wikipedia.org/wiki/Selim_I,early_modern,8,8,0,0,0,7,0.875,0.2871335892979221,72.5398313027179,79.28772258669166,44.89222118088097,45.54826616682287,68.50984067478912,18.181818181818183,64.43298969072166,8,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,61.55014058106842,227,-13
241,61.4451733833177,solid,acmd_80dd6d7411ac,Tipu Sultan,https://en.wikipedia.org/wiki/Tipu_Sultan,revolutionary_napoleonic,21,17,0,0,4,11,0.5238095238095238,-0.1274536297228221,20.99343955014058,93.34582942830365,79.78756638550453,73.33645735707591,95.68884723523898,80.13120899718838,9.653233364573572,19,0.0760869565217391,battle_dominant,,0.03838,0.96162,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,61.4451733833177,228,-13
242,61.42736644798501,solid,acmd_f056fa3573e9,Stanisław Rewera Potocki,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Rewera_Potocki,early_modern,14,14,0,0,0,10,0.7142857142857143,0.0235345333305338,38.42549203373945,91.84629803186505,52.842861605748205,96.67291471415184,91.00281162136832,18.181818181818183,32.3805060918463,41,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,61.42736644798501,229,-13
244,61.3863167760075,solid,acmd_565395523d87,Muammar Gaddafi,https://en.wikipedia.org/wiki/Muammar_Gaddafi,contemporary,15,11,0,0,4,5,0.3333333333333333,-0.0702702702702702,28.39737582005623,86.78537956888472,84.70790378006873,96.90721649484536,88.7066541705717,80.13120899718838,1.0309278350515465,42,0.1129032258064516,battle_dominant,,0.104478,0.895522,eligible_field_commander,False,retain,0.4,1.0,61.3863167760075,230,-14
245,61.27181818181818,solid,acmd_e2706a9115a1,Abbas the Great,https://en.wikipedia.org/wiki/Abbas_the_Great,early_modern,6,6,0,0,0,6,1.0,0.3028279091700187,77.41330834114339,71.04029990627929,39.80006248047485,77.83505154639175,44.56419868791003,18.181818181818183,88.89409559512652,21,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,61.27181818181818,231,-14
246,61.223992502343016,solid,acmd_e7f9b1b768cb,Maximilian von Weichs,https://en.wikipedia.org/wiki/Maximilian_von_Weichs,world_wars,13,7,6,0,0,9,0.6923076923076923,0.0923138849087074,47.51640112464855,85.47328959700093,66.2293033427054,22.492970946579195,86.31677600749765,97.0946579194002,38.89409559512652,3,0.4067796610169492,operation_heavy,,0.26723,0.73277,eligible_field_commander,False,retain,0.4,1.0,61.223992502343016,232,-14
247,61.20659793814432,solid,acmd_41b508a2441e,Jean de Lattre de Tassigny,https://en.wikipedia.org/wiki/Jean_de_Lattre_de_Tassigny,world_wars,7,3,3,0,1,5,0.7142857142857143,0.3527908785260971,82.75538894095595,40.06560449859419,87.34770384254921,42.68978444236176,39.55014058106842,90.9559512652296,29.05342080599813,7,0.4782608695652174,operation_heavy,,0.330873,0.669127,eligible_field_commander,False,retain,0.4,1.0,61.20659793814432,233,-14
248,61.13259606373008,solid,acmd_d6d5936b12b4,Constantine I of Greece,https://en.wikipedia.org/wiki/Constantine_I_of_Greece,long_nineteenth_century,8,6,0,0,2,5,0.625,0.2871561855116879,72.72727272727273,66.35426429240863,76.7572633552015,48.21930646672914,54.9671977507029,64.1518275538894,21.743205248359885,9,0.1044776119402985,battle_dominant,,0.020914,0.979086,eligible_field_commander,False,retain,0.4,1.0,61.13259606373008,234,-14
249,61.12090909090909,solid,acmd_8488ec718605,Mizuno Katsushige,https://en.wikipedia.org/wiki/Mizuno_Katsushige,early_modern,6,6,0,0,0,6,1.0,0.3776002338957488,87.91002811621368,53.04592314901593,27.553889409559517,93.90815370196812,44.56419868791003,18.181818181818183,88.89409559512652,35,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,61.12090909090909,235,-14
250,61.08809746954078,solid,acmd_f4d54b2db256,Bohemond I of Antioch,https://en.wikipedia.org/wiki/Bohemond_I_of_Antioch,medieval,11,11,0,0,0,8,0.7272727272727273,0.1362963485253615,53.32708528584818,82.09934395501406,44.89222118088097,85.56701030927834,84.20805998125586,18.181818181818183,34.62980318650422,26,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,61.08809746954078,236,-14
251,60.937207122774126,solid,acmd_492f2027da9b,Gaius Marius,https://en.wikipedia.org/wiki/Gaius_Marius,ancient,8,6,0,0,2,8,1.0,0.2307660762157062,65.60449859418932,71.32146204311152,48.54732895970009,45.54826616682287,54.9671977507029,64.1518275538894,88.89409559512652,8,0.1044776119402985,battle_dominant,,0.05514,0.94486,eligible_field_commander,False,retain,0.4,1.0,60.937207122774126,237,-14
253,60.81443298969073,solid,acmd_907be53efcf4,"Rupprecht, Crown Prince of Bavaria",https://en.wikipedia.org/wiki/Rupprecht%2C_Crown_Prince_of_Bavaria,world_wars,42,38,3,0,1,38,0.9047619047619048,-0.1309656797236257,20.61855670103093,99.81255857544518,80.00624804748516,29.194001874414244,99.71883786316776,90.9559512652296,72.91471415182755,4,0.0674846625766871,battle_dominant,,0.066112,0.933887,eligible_field_commander,False,retain,0.4,1.0,60.81443298969073,238,-15
